empid,basic_salary,grade_pay,DA,home_rent,convience_allowance,absent,earned_leave,casual_leave,maternity_leave,washing_allowance
EMP16724,42995,4235,14223,7030,1802,5,9,10,0,391
EMP16725,42172,1110,24355,5591,1652,3,3,0,0,555
EMP16726,41091,4385,18690,7082,1404,4,10,2,0,530
EMP16727,17011,2824,5734,3240,1441,2,8,10,0,422
EMP16728,41235,2221,18953,4966,1784,0,7,10,0,461
EMP16729,27590,1444,16320,7277,1919,0,9,8,0,313
EMP16730,49780,1990,18368,11892,1800,5,0,7,0,441
EMP16731,30613,3669,17587,4510,925,1,7,3,0,524
EMP16732,44747,1942,20047,11663,1051,2,1,1,0,407
EMP16733,40776,1878,23170,8682,1775,1,0,0,0,464
EMP16734,46769,3579,21722,9293,1287,2,3,0,0,386
EMP16735,47441,2325,23254,9886,1125,1,1,0,0,320
EMP16736,15125,3069,7311,2974,961,4,12,9,0,465
EMP16737,36301,4520,20032,9708,1470,1,3,9,0,381
EMP16738,38665,2507,11916,8346,1043,0,12,2,0,489
EMP16739,16321,4662,9566,3890,910,2,7,2,0,367
EMP16740,46110,1082,26115,12565,1458,5,13,0,0,343
EMP16741,41039,1026,17553,5336,1873,2,13,2,0,436
EMP16742,23278,1703,13150,5448,1504,1,13,1,0,393
EMP16743,21427,3721,11059,3060,1282,3,13,6,0,591
EMP16744,17684,1809,6947,2799,1690,2,9,3,0,307
EMP16745,21578,4739,11382,2942,1934,1,13,9,0,490
EMP16746,42907,1626,16154,4533,1924,3,13,8,0,570
EMP16747,30867,4971,14622,6559,1254,3,15,9,0,510
EMP16748,41995,3372,17200,6265,1698,5,0,5,0,502
EMP16749,44088,3071,19978,13192,1262,4,11,9,0,570
EMP16750,36207,2591,10949,7926,1424,1,14,6,57,314
EMP16751,15781,1408,7075,3388,1412,3,3,7,0,514
EMP16752,18982,4938,9732,2240,1133,1,8,8,0,344
EMP16753,32563,4245,12611,4241,814,4,15,4,0,417
EMP16754,23205,1929,9073,5191,1748,0,12,8,0,580
EMP16755,28156,2204,10493,5475,1153,5,13,2,0,525
EMP16756,37185,1366,21498,5395,1918,3,8,9,0,459
EMP16757,39590,3333,15912,8788,1508,4,11,2,0,331
EMP16758,39231,2280,18081,3956,1038,4,9,2,0,459
EMP16759,17658,2762,8525,3268,1785,2,7,7,0,359
EMP16760,47799,4185,27722,6332,1096,1,4,5,0,332
EMP16761,33458,4372,16105,4572,1011,2,0,8,0,361
EMP16762,31055,1659,13324,4194,1825,1,7,4,0,548
EMP16763,15261,2069,8556,3828,1618,3,13,3,0,306
EMP16764,47626,3750,16130,7020,1565,0,13,10,0,357
EMP16765,32575,2896,13259,5303,1330,0,4,3,0,315
EMP16766,47359,1977,16305,6707,1462,4,14,8,31,422
EMP16767,23969,1887,8045,3975,1598,4,1,6,0,578
EMP16768,33749,2232,10821,7225,1365,1,14,4,0,516
EMP16769,36882,4099,19874,10378,909,4,13,5,0,451
EMP16770,27269,2630,11211,3471,1652,4,2,4,0,444
EMP16771,48681,3702,17658,10699,1159,0,5,6,0,530
EMP16772,47717,3337,24763,8059,1310,5,0,1,0,382
EMP16773,27431,2763,12838,5357,1496,1,1,0,0,457
EMP16774,18228,2546,7616,3055,1639,3,13,10,0,532
EMP16775,18218,1109,8495,5055,1855,3,15,4,0,426
EMP16776,39214,3458,20507,11374,989,1,1,1,0,598
EMP16777,21484,4121,10080,4446,943,5,9,7,0,579
EMP16778,31296,4902,12909,5010,1494,5,8,5,16,476
EMP16779,39154,2481,16319,11492,1217,5,14,3,0,311
EMP16780,42402,4630,24092,9282,887,5,8,0,0,314
EMP16781,35286,1266,17903,4348,1641,0,6,10,0,321
EMP16782,35687,4646,12939,9032,1720,2,8,7,0,417
EMP16783,42317,2044,14974,8505,1610,0,11,4,0,525
EMP16784,37940,3261,13205,9925,1316,1,11,4,44,341
EMP16785,18401,4973,6488,4731,1715,1,7,3,0,507
EMP16786,44316,4870,21714,8693,1342,5,14,8,0,448
EMP16787,16188,3753,6397,2653,1270,1,5,10,0,345
EMP16788,27015,2246,11342,4505,1412,5,2,9,0,357
EMP16789,46613,2626,17024,6209,1533,2,12,0,0,575
EMP16790,32281,2016,18194,9344,1322,2,10,10,0,579
EMP16791,41180,4760,21774,5099,834,1,3,4,0,444
EMP16792,47944,4638,24402,6457,1360,4,13,0,0,381
EMP16793,20896,4019,7585,3476,1318,2,0,4,0,491
EMP16794,35122,1941,16224,9089,1815,1,10,1,0,423
EMP16795,45140,4398,23002,11815,1033,2,11,0,0,371
EMP16796,36839,1110,13109,10203,1108,1,8,6,0,300
EMP16797,42839,2372,16569,9563,1924,5,13,9,0,393
EMP16798,25189,2872,11211,6768,1846,4,13,10,0,378
EMP16799,45493,1513,22265,9102,824,1,3,1,0,414
EMP16800,15035,2934,7503,2827,1555,2,9,3,0,320
EMP16801,25570,3762,13841,4661,1854,0,1,6,0,424
EMP16802,49250,4242,19887,5060,1308,2,10,7,0,355
EMP16803,34809,4301,16236,8337,1542,5,15,3,0,348
EMP16804,26032,1688,15114,5903,1736,3,9,2,0,344
EMP16805,45887,4665,15567,13391,1983,5,8,6,0,358
EMP16806,42406,3729,24403,10961,1809,4,2,7,0,322
EMP16807,27299,2189,15294,2822,1586,0,15,8,0,522
EMP16808,37526,3148,14790,8951,1912,0,7,7,0,552
EMP16809,31304,3720,18351,8718,1037,1,13,7,0,446
EMP16810,26757,1345,15984,3221,1799,1,6,0,0,467
EMP16811,35047,2170,12567,8887,1438,3,2,3,0,398
EMP16812,37148,2010,11494,9727,1789,3,2,0,0,450
EMP16813,38774,2897,21215,6998,1425,5,11,7,0,306
EMP16814,23644,3784,8521,4020,1873,5,6,5,0,599
EMP16815,22518,1717,7624,6377,1883,0,2,0,0,502
EMP16816,31013,4405,9950,5341,877,4,5,10,0,592
EMP16817,44639,4212,24965,6070,1425,1,14,2,0,567
EMP16818,37164,2074,12940,4831,1931,5,0,8,0,350
EMP16819,16950,4823,9127,2603,1148,2,7,0,0,323
EMP16820,41178,1056,24580,9017,1766,4,9,8,0,366
EMP16821,17745,3035,5647,2166,1701,1,0,5,0,351
EMP16822,21677,3436,12102,4998,983,4,14,9,0,537
EMP16823,41070,2934,24500,9908,1788,0,6,4,0,459
EMP16824,22935,3530,6946,5907,1997,1,3,7,0,466
EMP16825,33516,1632,11127,7261,1564,4,7,7,0,427
EMP16826,32867,2378,19225,8860,957,0,7,1,0,409
EMP16827,20473,4284,8407,5497,811,3,7,0,93,319
EMP16828,48901,4860,18922,11043,1167,2,0,6,0,476
EMP16829,40377,2104,19542,6180,1250,4,10,3,0,391
EMP16830,42256,2789,19680,6172,1944,3,0,2,0,347
EMP16831,41459,2998,18365,10021,1386,4,6,0,176,424
EMP16832,31800,4909,17761,8266,1348,2,12,6,0,460
EMP16833,30147,3913,16552,5667,1310,4,7,5,0,517
EMP16834,42284,1213,25295,6621,959,3,3,3,0,569
EMP16835,32872,3946,13102,7370,1946,5,2,2,0,395
EMP16836,16148,3797,5534,3890,1570,3,3,8,0,472
EMP16837,30947,4749,10034,8745,1000,5,2,1,0,408
EMP16838,30247,3185,13003,6512,918,1,11,3,0,516
EMP16839,35120,3521,12354,7775,1988,1,2,9,0,426
EMP16840,25721,1841,12593,4957,1760,4,1,4,0,577
EMP16841,37669,4845,21811,7164,1858,2,12,2,0,473
EMP16842,35445,3977,15857,5914,1304,5,9,1,0,300
EMP16843,19499,3343,11277,3127,1043,2,9,1,0,308
EMP16844,48112,2684,24130,13971,1119,1,15,4,0,560
EMP16845,24531,3880,9240,2598,1882,3,6,6,0,351
EMP16846,15964,3689,5243,2642,1289,4,14,5,92,364
EMP16847,34701,1763,16096,3739,1049,4,13,2,0,545
EMP16848,40111,2289,14687,6611,1875,2,10,5,0,420
EMP16849,36020,4561,17176,8003,1651,1,13,1,0,345
EMP16850,35917,4039,19468,7983,1266,4,6,0,0,547
EMP16851,21966,3185,10064,4301,1105,1,8,6,0,538
EMP16852,21855,4468,6891,2368,1694,2,6,6,0,386
EMP16853,18996,1083,9639,4893,1653,2,3,2,0,300
EMP16854,33627,1897,17940,4123,1505,2,2,0,0,391
EMP16855,36364,3152,12930,7279,914,5,8,2,0,457
EMP16856,25934,1884,11002,5662,1348,2,13,1,0,424
EMP16857,28145,4550,10220,5549,1795,5,2,4,0,497
EMP16858,39260,4163,21428,4158,1866,0,14,9,83,543
EMP16859,33138,1902,19451,4825,1739,1,12,9,0,452
EMP16860,23101,4815,12827,5917,1270,3,2,9,0,409
EMP16861,44107,2234,21651,8424,1695,2,4,0,0,407
EMP16862,40827,4907,20548,10143,1962,0,3,0,0,577
EMP16863,44202,3332,19907,10460,1686,5,9,8,0,519
EMP16864,19181,4977,10593,5576,1372,5,2,2,0,567
EMP16865,21834,4872,11807,6531,1248,0,2,2,0,331
EMP16866,25981,3594,10624,7125,1791,0,5,9,0,502
EMP16867,36475,1073,20589,8612,1932,5,3,3,0,327
EMP16868,27968,2617,15415,5448,1509,1,9,0,0,435
EMP16869,48669,1399,26127,5982,1130,1,0,4,0,313
EMP16870,39517,4091,12178,8416,1813,3,8,5,0,580
EMP16871,27113,3368,15508,6763,1406,4,5,9,0,363
EMP16872,34242,4364,18634,5670,847,1,11,4,0,433
EMP16873,22786,1074,13344,5533,1314,0,12,6,0,597
EMP16874,21749,3877,11979,5278,1088,3,0,1,153,397
EMP16875,34734,1332,10695,5390,965,3,2,7,0,586
EMP16876,46353,3237,19183,8454,1950,4,14,9,0,342
EMP16877,37388,4126,11663,4499,1550,3,4,4,0,426
EMP16878,44611,4315,20816,12107,1223,0,14,4,0,502
EMP16879,27034,1938,8247,2790,1105,3,0,9,0,562
EMP16880,18237,1091,7355,4638,1422,0,7,5,0,373
EMP16881,36657,1981,18880,4550,1605,3,11,4,0,488
EMP16882,21310,3255,7946,4421,1899,1,1,6,0,360
EMP16883,45779,3536,26946,10713,1739,4,12,6,0,572
EMP16884,21096,1998,12646,4973,1988,3,11,5,0,305
EMP16885,33010,1498,19186,5368,1380,4,0,6,0,364
EMP16886,33486,3371,19732,6775,1843,4,4,3,0,332
EMP16887,42148,3917,20153,9439,819,5,15,5,0,386
EMP16888,36209,3491,11368,8914,1815,2,14,3,0,481
EMP16889,42216,2619,20670,11365,1470,2,2,5,0,533
EMP16890,37299,4982,21942,6593,1145,0,13,10,0,460
EMP16891,43469,3636,23625,12182,1188,1,0,4,0,376
EMP16892,33836,4639,11158,9164,1115,0,2,8,0,466
EMP16893,20549,4560,7695,4577,1156,4,11,9,0,578
EMP16894,27851,1883,15034,5285,1173,2,0,9,0,383
EMP16895,31068,2444,12961,8496,1980,3,2,4,0,388
EMP16896,40929,4178,14844,10826,895,2,13,6,0,545
EMP16897,18743,1042,9893,4452,1453,4,2,7,0,584
EMP16898,37106,4852,15308,4772,1131,0,2,4,0,433
EMP16899,21948,3083,10254,5933,1955,3,9,4,0,596
EMP16900,37992,3989,18893,5958,1184,5,0,5,0,322
EMP16901,17981,3440,7496,3970,1369,5,8,8,0,361
EMP16902,46829,1868,14573,10888,1144,4,3,3,0,540
EMP16903,32272,2276,18985,5756,957,0,10,9,0,331
EMP16904,35492,2525,20207,8612,1835,4,10,8,0,329
EMP16905,32691,2554,10417,8075,1744,5,10,10,0,446
EMP16906,22174,4385,9077,2219,805,2,0,10,0,549
EMP16907,32776,4738,17290,4435,1463,3,14,8,0,512
EMP16908,28065,3840,15374,7449,1635,0,12,2,0,366
EMP16909,26231,4194,11796,5280,1784,4,4,4,0,423
EMP16910,40264,4333,23195,5219,1765,5,0,8,0,343
EMP16911,27391,1279,12071,5069,916,5,1,5,0,384
EMP16912,47241,2996,27919,11753,992,1,9,7,0,399
EMP16913,24835,4643,10214,3104,1007,1,6,6,0,421
EMP16914,18667,3428,10594,4282,1739,2,7,9,0,552
EMP16915,38460,2652,15509,11220,1584,1,8,8,0,561
EMP16916,38377,4534,21042,9586,1819,0,2,8,0,575
EMP16917,16695,2675,8392,2726,958,5,10,1,0,600
EMP16918,25059,2163,10978,5065,1241,4,3,0,0,354
EMP16919,36269,1622,21579,4047,1555,4,6,4,0,519
EMP16920,40447,3261,23390,8003,1472,2,11,5,0,335
EMP16921,40573,1524,19228,9973,1969,5,0,0,0,402
EMP16922,31403,4859,14436,5568,1759,1,9,3,0,422
EMP16923,35091,4052,14482,4206,1504,2,11,9,0,384
EMP16924,22111,2411,8060,4209,886,3,5,0,0,445
EMP16925,30952,3689,18113,7013,855,0,5,4,0,513
EMP16926,15353,1604,6924,3229,1152,3,2,9,0,592
EMP16927,23165,4997,7084,4067,1226,4,0,4,0,471
EMP16928,46189,4421,26883,5176,1371,1,14,5,0,379
EMP16929,32313,4090,17477,5902,1902,1,2,0,0,356
EMP16930,39565,3953,22512,9640,1684,1,2,0,0,464
EMP16931,43168,3765,14762,11568,1534,5,5,7,0,371
EMP16932,20561,3932,10951,4387,846,5,13,0,0,475
EMP16933,29395,4095,13144,8223,1812,0,8,5,0,513
EMP16934,30114,2256,12908,7496,1659,3,6,9,0,382
EMP16935,31087,2164,11678,7546,1328,0,15,1,0,567
EMP16936,37622,2531,12860,6573,800,4,6,5,0,453
EMP16937,31670,3301,13368,3762,1387,1,1,5,0,424
EMP16938,17747,1368,10069,3898,1752,1,2,8,36,421
EMP16939,23163,3198,13280,4918,1878,2,15,2,0,554
EMP16940,27646,2965,13888,4661,1955,3,8,9,0,560
EMP16941,17839,2008,10270,2440,1813,3,5,0,0,373
EMP16942,27550,4340,15065,7591,1280,2,15,5,0,453
EMP16943,44238,3233,22630,11371,1722,5,1,5,0,484
EMP16944,41964,4221,15264,9316,1737,0,7,7,0,561
EMP16945,32144,1807,10438,9568,1348,0,2,4,0,430
EMP16946,16788,4561,9753,3926,1081,1,8,5,0,534
EMP16947,35108,4395,18528,4381,1776,1,11,8,0,599
EMP16948,18761,4605,6711,3185,1664,1,0,9,0,432
EMP16949,40272,1968,19303,11850,1249,2,9,4,0,432
EMP16950,38506,3580,22180,11408,1240,0,8,6,0,562
EMP16951,30155,3660,15586,5168,1959,4,11,10,0,303
EMP16952,35285,1520,20588,7449,1934,2,6,0,0,305
EMP16953,45213,2528,15455,9834,1955,2,12,5,0,528
EMP16954,17636,1720,9582,1976,1779,5,15,9,0,365
EMP16955,43923,2284,25540,8734,1647,1,5,10,0,313
EMP16956,27282,2869,16347,4867,1883,4,12,10,0,536
EMP16957,47377,1949,21022,7498,2000,1,9,5,0,358
EMP16958,46237,4153,16582,7341,1011,2,15,8,0,347
EMP16959,19789,1328,9217,5457,1137,1,15,9,0,588
EMP16960,45998,3253,26886,8659,1873,0,8,4,0,565
EMP16961,42946,2864,19110,4503,845,2,15,5,0,559
EMP16962,16135,3576,8568,4517,880,2,5,8,0,559
EMP16963,36374,1052,16407,4847,887,2,1,0,0,485
EMP16964,36919,3072,14698,4417,1857,4,5,6,0,491
EMP16965,20750,4342,9429,4089,943,1,10,5,0,465
EMP16966,22084,2842,10254,3778,1569,3,11,7,0,504
EMP16967,34884,1845,15433,3878,1866,1,7,0,0,444
EMP16968,29551,3452,16389,5697,1220,1,4,6,44,506
EMP16969,25009,4923,12818,7268,1170,5,5,7,0,302
EMP16970,36363,1741,13933,5092,1790,5,9,6,47,366
EMP16971,43167,3749,21976,11558,833,5,7,7,0,592
EMP16972,44343,3006,18850,9701,1941,2,12,2,0,584
EMP16973,31811,1920,11260,6716,956,4,1,9,0,509
EMP16974,28279,1562,9452,6010,1881,5,8,7,0,301
EMP16975,34949,1271,10906,3963,1210,3,8,2,0,304
EMP16976,19636,2122,9465,5663,1974,4,5,2,0,349
EMP16977,49550,1119,19076,11244,1971,5,15,7,0,311
EMP16978,36685,2580,17937,3689,1460,0,5,4,0,587
EMP16979,46907,1693,20063,11968,1646,4,2,0,0,550
EMP16980,36576,3197,17359,10508,1329,0,9,8,0,457
EMP16981,49498,3481,15770,10463,966,1,1,10,0,534
EMP16982,49813,3762,29864,12648,1811,2,2,5,0,501
EMP16983,40529,4072,22868,5006,1205,1,10,6,0,502
EMP16984,21179,1295,7710,5983,1447,0,3,1,0,450
EMP16985,40422,2380,12526,5939,1610,5,6,6,0,391
EMP16986,18989,3181,10188,5136,1537,3,3,3,134,367
EMP16987,20559,4215,10916,2680,1115,4,2,1,0,448
EMP16988,30587,1528,9603,6014,1409,1,6,0,0,390
EMP16989,28693,1617,13485,5962,1482,0,12,5,0,316
EMP16990,35113,4259,20767,4089,1967,4,11,7,0,574
EMP16991,46899,2927,18739,8101,955,3,9,4,0,321
EMP16992,35287,2848,11699,3935,1551,1,5,8,0,501
EMP16993,44019,3238,22169,6109,1862,5,6,1,0,380
EMP16994,31470,1600,12745,8376,1298,0,8,6,0,354
EMP16995,23237,2241,8510,2817,1370,4,3,1,0,399
EMP16996,17194,3437,10270,3245,1547,3,3,10,0,435
EMP16997,32037,4782,18879,5973,1225,2,3,1,0,441
EMP16998,47768,2876,25846,8866,1615,4,13,0,0,553
EMP16999,29781,1048,15620,3606,1885,3,1,3,0,481
EMP17000,33361,2112,18511,5024,1956,2,4,0,92,300
EMP17001,37956,2989,12884,11123,925,4,3,8,0,366
EMP17002,43626,1839,24907,13061,1334,4,7,1,0,417
EMP17003,36454,3888,14581,8579,1404,2,9,2,0,537
EMP17004,49689,4090,21857,11224,1472,4,8,2,0,325
EMP17005,25836,2671,13551,6389,1487,5,10,2,0,364
EMP17006,47909,2053,27984,5513,1552,4,0,1,0,420
EMP17007,22707,1807,8893,2647,1680,0,9,0,0,388
EMP17008,23438,3123,9758,6653,1369,0,5,8,0,526
EMP17009,40732,1056,12694,11706,922,0,1,3,0,564
EMP17010,19527,2510,10099,5728,1277,4,1,3,0,371
EMP17011,25281,3330,8501,6268,1928,5,0,2,0,558
EMP17012,19122,2846,8256,3766,1729,2,15,6,0,539
EMP17013,47724,2715,16149,10733,1074,2,3,4,0,568
EMP17014,29321,3048,15886,6525,1106,2,10,5,0,454
EMP17015,30313,4482,10324,6268,1407,0,1,1,174,445
EMP17016,28683,4614,15345,4657,1782,2,8,3,0,462
EMP17017,36045,2029,16685,3863,1340,1,4,4,0,542
EMP17018,44419,2563,14381,6170,1704,5,0,4,0,511
EMP17019,44172,4811,19548,13183,1351,4,7,9,0,356
EMP17020,21656,4260,11977,2410,1075,2,9,5,0,376
EMP17021,41247,2537,21128,4617,1602,5,7,7,0,435
EMP17022,37670,4679,16819,5893,1640,2,15,7,0,482
EMP17023,26887,1731,15551,4134,1231,0,15,9,0,355
EMP17024,18084,4509,9027,4104,1654,4,7,4,0,305
EMP17025,24459,1914,12415,5795,1909,1,5,2,0,592
EMP17026,39280,3854,16420,7388,1397,3,5,6,0,480
EMP17027,46412,2898,25590,10313,1368,2,3,10,0,489
EMP17028,18319,2610,10531,4508,1916,4,7,0,0,497
EMP17029,15835,1996,7208,3395,996,2,6,6,0,494
EMP17030,18476,1416,8225,3029,1642,5,12,4,0,389
EMP17031,45778,3774,18943,10296,1189,0,3,8,0,599
EMP17032,18699,4115,10892,2330,1865,3,12,1,0,600
EMP17033,33838,4699,12409,5827,1952,5,13,7,0,581
EMP17034,46474,1247,20165,10211,870,1,12,1,9,587
EMP17035,22204,1746,11706,5428,1452,5,2,10,0,356
EMP17036,42162,2102,19499,5149,1112,4,10,0,0,489
EMP17037,23431,4990,13136,3337,1742,4,0,1,0,496
EMP17038,18656,3100,6100,4337,1440,5,4,0,31,461
EMP17039,26054,3329,15250,3192,1877,0,12,6,0,375
EMP17040,31573,2288,18387,5769,1654,3,7,4,0,550
EMP17041,47411,4634,20687,7535,1237,5,12,1,125,451
EMP17042,15562,3154,6173,3946,1975,2,7,1,0,496
EMP17043,25770,3922,10011,5862,1940,2,3,6,0,400
EMP17044,46412,1319,18232,11982,1918,5,0,0,0,591
EMP17045,32495,2248,10654,3338,1640,1,10,7,0,385
EMP17046,48613,1168,23932,11170,1168,0,9,10,0,548
EMP17047,47346,3140,17404,8268,1372,3,6,1,0,545
EMP17048,35836,3731,13306,9005,1220,3,4,10,0,441
EMP17049,48856,2146,28470,9619,1902,0,9,3,91,526
EMP17050,27576,4704,9570,5662,1078,3,2,7,0,521
EMP17051,40834,2988,22762,4200,1694,3,4,1,0,315
EMP17052,21531,1559,10751,5197,1121,4,7,9,0,483
EMP17053,46837,1162,25040,7091,1451,4,11,5,0,469
EMP17054,25524,1106,9020,3779,1320,5,3,7,0,462
EMP17055,40676,3721,20882,6501,1524,2,5,9,162,371
EMP17056,32696,1942,16851,6965,973,0,9,3,0,428
EMP17057,36353,3987,16264,7481,1205,4,10,9,0,308
EMP17058,47737,4677,27068,10103,1032,5,5,0,0,395
EMP17059,39150,1855,23151,8740,916,1,7,8,0,349
EMP17060,42879,2884,13424,11653,1705,2,15,4,0,477
EMP17061,39179,3619,14125,6787,1967,4,2,3,0,469
EMP17062,29772,2560,17783,8620,1717,3,11,2,0,434
EMP17063,18414,2366,9938,2075,1779,2,9,4,0,438
EMP17064,35385,1884,19818,8641,855,5,0,10,0,383
EMP17065,40205,1292,16812,9275,1193,2,12,7,0,490
EMP17066,29600,2062,11422,4983,1587,3,7,6,0,338
EMP17067,42591,4839,22128,6645,811,4,1,0,0,485
EMP17068,37182,4162,21765,11081,1539,1,9,0,0,406
EMP17069,49377,2821,23234,6493,1509,0,4,1,0,331
EMP17070,30736,1425,14130,6379,1765,1,10,5,0,306
EMP17071,44069,1320,19273,11723,1738,1,1,8,0,494
EMP17072,37974,4973,18773,8445,1060,0,9,7,0,496
EMP17073,19035,1184,10934,5430,1951,0,10,10,110,481
EMP17074,46062,3469,27501,7607,1221,5,4,6,0,361
EMP17075,38770,4392,20158,3971,1838,3,4,5,0,562
EMP17076,49229,2919,24256,7615,1886,0,11,0,0,372
EMP17077,45225,4165,26212,7303,1319,5,0,5,0,579
EMP17078,15206,2728,5511,1636,825,5,15,8,0,345
EMP17079,49653,3282,28269,11094,1103,3,5,7,0,396
EMP17080,18568,2088,7934,3993,1655,1,15,7,0,581
EMP17081,18626,4787,10853,5168,1441,4,0,8,0,574
EMP17082,25941,4746,10361,3473,938,5,15,2,0,427
EMP17083,44069,2605,13985,5693,1500,1,2,7,0,499
EMP17084,42269,1962,24709,10728,1399,2,11,5,0,551
EMP17085,27774,1204,12501,7423,1684,3,5,10,0,327
EMP17086,16587,4096,9846,2866,1180,1,10,10,99,497
EMP17087,29837,3647,9275,8505,1994,0,14,4,0,314
EMP17088,40913,4006,15112,10607,942,1,3,10,0,444
EMP17089,24898,4005,8506,5777,1917,0,4,9,0,473
EMP17090,22918,2196,12825,5676,1901,0,1,6,0,549
EMP17091,36070,4992,13575,8701,1354,0,8,5,0,317
EMP17092,39170,3111,22427,10032,1213,4,14,6,0,313
EMP17093,47729,2454,23395,5466,1890,2,14,5,0,363
EMP17094,38957,2231,13498,5496,1937,1,1,1,0,341
EMP17095,45181,1446,25568,12922,1763,2,3,5,0,430
EMP17096,31654,3204,14981,8563,1073,2,7,2,0,300
EMP17097,38442,3330,18221,10708,835,4,14,5,0,321
EMP17098,19462,1965,7065,5245,1217,2,11,1,0,491
EMP17099,49752,3710,24393,7396,936,2,15,7,0,580
EMP17100,38712,3194,18916,10600,1487,3,14,1,0,369
EMP17101,37476,3520,17854,5011,1175,2,13,8,0,407
EMP17102,42995,4310,18778,4696,1677,5,8,2,0,377
EMP17103,40262,3437,18097,8590,1860,3,1,9,0,568
EMP17104,18268,4364,6597,2216,1185,5,3,6,0,590
EMP17105,47053,4589,20557,6533,1478,0,8,5,0,436
EMP17106,33945,2627,19218,7666,1858,2,1,1,0,308
EMP17107,38922,4139,18228,6275,1965,1,2,4,0,540
EMP17108,42100,3933,22591,12421,1030,2,3,9,0,480
EMP17109,34421,3317,12559,8945,1217,4,3,8,0,367
EMP17110,18136,4095,10213,4647,1565,5,14,0,0,458
EMP17111,28885,3483,14290,3057,865,2,4,5,0,376
EMP17112,29745,4066,16767,7073,1362,5,3,1,154,533
EMP17113,46573,1896,16605,7097,864,4,14,9,0,353
EMP17114,23374,1828,11382,5984,1537,3,14,5,0,485
EMP17115,27735,3947,10251,4114,1110,3,5,10,0,584
EMP17116,46318,4529,15651,5002,969,3,6,9,0,523
EMP17117,38781,1274,16430,11053,1864,0,12,0,77,506
EMP17118,35983,3058,11088,9755,1226,2,0,9,0,328
EMP17119,15752,2316,6576,3672,1329,3,14,3,0,599
EMP17120,36992,2027,14383,7502,1960,2,8,4,0,377
EMP17121,31799,1037,12592,5094,1504,1,3,5,0,385
EMP17122,32977,1572,9994,5756,916,3,14,4,0,430
EMP17123,20608,1059,8774,3413,1061,3,14,0,0,534
EMP17124,34243,2689,19014,5489,1209,1,14,2,0,504
EMP17125,34901,1228,18556,10446,1496,2,4,7,0,374
EMP17126,31392,3088,13888,5296,1895,4,4,1,0,530
EMP17127,36491,3374,15006,8017,1540,3,7,10,0,507
EMP17128,19932,4459,10157,5740,942,3,6,1,100,374
EMP17129,24669,2993,7547,6091,1193,5,3,7,0,430
EMP17130,36393,3117,19315,9231,1163,5,2,2,25,467
EMP17131,25121,3821,14953,7448,986,4,4,5,0,530
EMP17132,28246,3854,12926,3260,1926,2,5,6,0,503
EMP17133,34475,4260,14543,5428,1008,0,4,9,0,400
EMP17134,28727,1750,15974,6035,1717,2,3,1,0,395
EMP17135,45030,4639,26575,9179,1855,2,12,7,0,595
EMP17136,29324,3062,11565,3743,980,4,13,7,0,327
EMP17137,26474,3010,9206,6858,1256,0,6,9,0,326
EMP17138,30239,3742,18070,7807,1281,0,8,9,0,340
EMP17139,23608,4954,8507,6745,1938,1,4,1,0,452
EMP17140,17954,2858,10155,4910,950,0,12,1,0,320
EMP17141,40881,4937,14663,7650,1754,3,9,10,0,374
EMP17142,17378,2814,8966,2844,808,5,3,10,162,379
EMP17143,15048,2382,7381,4440,1968,3,7,0,0,468
EMP17144,22916,1844,8771,4717,959,4,15,9,0,416
EMP17145,34994,2288,16028,4340,1357,3,14,6,0,326
EMP17146,36317,2846,21448,9872,887,3,1,8,0,425
EMP17147,43352,4812,17081,8385,1969,3,15,8,0,487
EMP17148,32920,4206,12593,6057,850,0,2,3,0,412
EMP17149,28430,4521,11032,4669,1095,5,9,1,0,584
EMP17150,28923,4215,8744,3416,1475,5,14,10,0,323
EMP17151,30116,3287,15160,5222,866,4,11,10,0,592
EMP17152,26844,2756,12951,5215,1327,3,1,1,0,494
EMP17153,45389,4024,22674,9780,858,2,13,2,0,370
EMP17154,27854,1721,9704,6909,1609,5,15,0,100,428
EMP17155,17068,4694,9644,4367,1493,2,15,5,0,517
EMP17156,27581,4196,13448,4494,1615,5,10,0,0,502
EMP17157,27767,3751,12500,7872,1724,1,8,5,0,550
EMP17158,38424,1715,16265,3893,1797,2,14,4,0,328
EMP17159,21585,4926,6735,3618,1049,2,14,8,0,333
EMP17160,19580,1588,7211,3693,1530,3,7,0,0,481
EMP17161,29357,2954,12240,7915,1908,0,8,0,0,339
EMP17162,27234,4419,12902,5073,1417,3,9,9,0,306
EMP17163,32736,4056,10606,9420,1222,4,3,9,0,567
EMP17164,19744,2425,6646,3947,1658,2,11,9,9,462
EMP17165,15184,3104,9067,2004,1614,5,3,5,0,434
EMP17166,42122,2256,16462,10090,913,3,3,2,0,358
EMP17167,29022,2856,12456,6320,1573,2,12,8,0,470
EMP17168,28572,4054,9690,3874,1072,0,2,3,0,569
EMP17169,49181,4847,22030,8448,1424,1,15,4,0,470
EMP17170,38169,2870,22515,10357,1049,3,6,1,0,398
EMP17171,37168,3130,12079,6902,1947,1,13,2,0,419
EMP17172,35057,4841,18795,4279,1325,1,12,6,0,541
EMP17173,26293,1316,15525,7030,1889,3,9,0,0,598
EMP17174,20766,1810,10575,3703,1886,1,9,3,0,368
